timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
0,0.745071229516849,-0.20739645175677698,0.9715328071510387,-0.0501432778185375,0.7641138564009906,-0.7885808370684351,Kankar Road
1,2.284544784612038,-0.35123006208500396,-0.3512054354237708,0.40323721241427557,-0.4242060946979527,-0.6342982658098754,Kankar Road
2,2.368819223261087,1.1511520937293631,-0.7042115789024281,-0.08562428796364627,-0.8281938579354993,-0.44291944427774566,Kankar Road
3,0.813840065378947,-0.6951265392186934,-0.6985946303553853,-0.9583023140710788,1.5717801063331116,0.028210841577382892,Kankar Road
4,0.3629434073490512,-2.8699203669866966,-2.5873767487695494,-0.5597804063940685,0.17118392858737763,-0.08986243975266386,Kankar Road
5,-0.843431293861459,-1.5192466805016358,0.4713709988929108,-0.1767756796265784,0.4913333600347402,0.6060061680378441,Kankar Road
6,-1.3620361132818164,-2.118455552002937,2.198473153382331,-0.424400918088422,-0.46065459251574403,-0.22004135772131522,Kankar Road
7,-0.3386644507298035,0.10129230703188576,-2.1371222793201854,-1.841536931788468,-1.2121528497588419,1.0934994139556198,Kankar Road
8,-0.816574086787774,0.16638388456479913,-1.7264903661334543,1.315974170801027,-0.19922883164510266,0.4612455704446132,Kankar Road
9,0.5635470275185079,-0.9009580348782075,-0.43754062468991517,0.2490001236348289,2.46310464676419,0.8956599291476615,Kankar Road
10,-0.9025599183440953,2.7784172767634066,-0.02024583710690088,-0.10233407318461324,-0.7644323524803407,-1.2851570562060581,Kankar Road
11,-1.5865663934338505,1.2338173681547835,-1.8312654749565334,0.1627709086937785,-0.6050805962274427,-1.1378029676781394,Kankar Road
12,0.3132953925071331,-2.9395051858196632,-1.9922790733476456,-0.5172583073940212,-0.865238402891516,1.349713308058052,Kankar Road
13,0.2952918538036853,1.1076998699931155,0.25705242178495574,0.7053118055595604,-0.006378113053293898,1.1839553111120207,Kankar Road
14,-0.17347242358236079,-0.4516555433839332,-2.217782985551141,0.06189464611809464,-0.689027361062611,1.218499261815726,Kankar Road
15,-1.079766312592063,-0.6909581564396813,1.5856833393283736,0.43112803494772695,-0.8297969234611652,-0.15227094246688655,Kankar Road
16,0.5154274343526921,-2.6445602330441007,0.4861259540921925,-0.7004946027078058,-1.106239784771469,0.7409420380253131,Kankar Road
17,-0.5776234206244748,-1.0153830004589381,0.9175144332613019,1.5275333123761046,-1.118854059055313,0.4503753893524567,Kankar Road
